Gr Liv Area,Lot Area,Total Bsmt SF,Lot Frontage,Garage Area,House Age,Total Porch SF,Overall Cond,Neighborhood,Overall Qual,MS SubClass,Mas Vnr Area,Total Bathrooms,Mo Sold,Garage Yr Blt,Sale Condition,SalePrice
1523,15600,1067.0,78.0,295.0,4,81,7,Crawfor,5,50,0.0,3.0,10,39,4,158.0
1152,14000,1092.0,80.0,300.0,5,36,8,Crawfor,6,20,0.0,1.5,8,40,3,158.5
1906,17500,1310.0,100.0,576.0,55,201,5,Crawfor,6,20,420.0,2.5,1,44,4,224.0
1032,1733,516.0,24.0,452.0,29,279,6,Blueste,6,160,0.0,1.0,5,70,4,115.0
1229,1488,561.0,24.0,462.0,17,176,6,Blueste,6,160,0.0,2.5,10,70,4,137.0
1229,1612,561.0,24.0,462.0,29,154,6,Blueste,6,160,0.0,1.5,7,70,4,121.0
1229,1300,561.0,24.0,462.0,29,150,6,Blueste,6,160,0.0,1.5,5,70,4,124.0
1982,13607,572.0,69.22459016393442,501.0,23,512,6,Crawfor,6,80,242.0,3.5,4,76,4,208.0
2365,17597,1803.0,69.22459016393442,551.0,0,344,9,Crawfor,7,20,0.0,3.0,7,61,4,315.0
1680,21695,880.0,69.22459016393442,540.0,2,518,9,Crawfor,6,20,260.0,3.0,12,78,4,222.0
1344,10690,672.0,59.0,468.0,12,346,7,IDOTRR,5,70,0.0,1.0,7,54,4,147.0
2168,8660,760.0,50.0,576.0,16,705,6,IDOTRR,5,70,0.0,2.0,12,88,4,123.0
1192,6402,596.0,60.0,189.0,59,137,5,IDOTRR,5,70,0.0,1.0,7,11,4,78.0
1526,8470,1013.0,105.0,0.0,27,156,2,IDOTRR,3,50,0.0,1.0,10,101,0,85.0
1648,3843,1596.0,44.0,482.0,1,368,5,Crawfor,8,120,174.0,3.5,6,97,5,230.0
810,21780,0.0,109.0,280.0,59,143,4,IDOTRR,2,30,0.0,1.0,3,65,4,57.625
2052,10125,1107.0,75.0,642.0,8,301,5,Mitchel,8,60,0.0,2.5,5,90,4,251.0
2149,12822,1434.0,48.0,670.0,6,409,5,Mitchel,7,50,0.0,2.5,8,93,0,239.686
1710,12118,1710.0,43.0,550.0,4,328,5,Mitchel,7,20,108.0,2.0,4,94,4,240.0
1961,12209,804.0,71.0,560.0,7,317,5,Mitchel,6,60,0.0,3.5,6,91,4,215.0
926,9750,902.0,75.0,351.0,32,319,6,Mitchel,6,85,0.0,2.0,4,67,4,156.45
1287,9360,957.0,72.0,541.0,32,461,7,Mitchel,6,85,0.0,2.5,11,67,4,173.0
1734,10125,0.0,75.0,539.0,32,0,5,Mitchel,5,90,0.0,2.0,8,67,4,126.0
1217,9947,1188.0,69.22459016393442,497.0,18,195,5,Mitchel,7,80,0.0,3.0,6,80,4,173.0
1595,11070,1582.0,82.0,672.0,18,0,5,Mitchel,5,20,0.0,3.0,4,81,0,152.0
1344,14375,819.0,69.22459016393442,525.0,51,351,6,Timber,6,20,541.0,1.5,1,48,0,137.5
1620,12898,1620.0,89.0,912.0,1,228,5,Timber,9,20,70.0,3.0,9,98,4,315.5
1692,13159,846.0,83.0,650.0,0,322,5,Timber,7,60,0.0,2.5,7,99,5,224.5
2036,13438,2190.0,113.0,780.0,1,244,5,Timber,9,20,246.0,3.0,7,98,4,410.0
1641,14463,1641.0,79.0,885.0,1,95,5,Timber,9,20,406.0,3.0,1,98,4,316.5
1466,8925,1466.0,73.0,610.0,2,118,5,Timber,8,20,0.0,2.0,7,97,4,201.0
1412,11457,1392.0,130.0,576.0,21,169,5,Timber,6,20,0.0,3.0,3,78,4,175.0
2237,9839,712.0,69.22459016393442,440.0,3,329,8,Timber,6,60,0.0,2.5,2,70,4,204.0
1479,14419,1645.0,125.0,578.0,20,462,5,Timber,7,80,310.0,4.5,7,77,4,213.5
1296,6853,1267.0,69.22459016393442,471.0,7,217,5,Timber,8,20,136.0,3.0,6,91,4,220.0
2014,9157,912.0,75.0,486.0,6,238,5,Timber,7,60,0.0,2.5,2,93,0,170.0
1838,14601,1838.0,85.0,765.0,3,338,5,Timber,9,20,584.0,3.0,3,96,4,315.0
1978,12633,1978.0,85.0,920.0,2,360,5,Timber,9,20,290.0,3.0,5,97,4,425.0
1008,12518,1008.0,75.0,384.0,41,144,7,Mitchel,5,20,182.0,1.0,4,58,4,139.5
1771,21750,0.0,100.0,336.0,3,0,4,Mitchel,5,20,75.0,1.0,11,50,4,115.0
1204,4500,1204.0,32.0,412.0,11,247,5,Mitchel,6,120,320.0,3.0,6,88,4,162.0
1224,4500,1224.0,69.22459016393442,402.0,10,304,5,Mitchel,6,120,425.0,3.0,6,89,4,165.0
988,1596,462.0,21.0,297.0,36,221,5,MeadowV,4,180,0.0,2.0,11,63,4,91.0
874,9858,864.0,62.0,288.0,41,33,6,Mitchel,5,20,0.0,2.0,11,58,4,130.0
630,1526,630.0,21.0,286.0,7,0,8,MeadowV,4,180,0.0,2.0,5,60,4,86.0
1404,13383,1188.0,83.0,504.0,9,16,5,Mitchel,5,20,176.0,2.0,3,59,4,160.0
630,1477,630.0,21.0,286.0,39,0,4,MeadowV,4,180,0.0,2.0,4,60,4,80.0
1344,1533,546.0,21.0,0.0,1,0,6,MeadowV,4,160,0.0,1.5,5,101,4,97.0
1092,2217,546.0,21.0,286.0,39,238,4,MeadowV,4,160,0.0,1.5,8,60,4,88.0
796,7689,796.0,50.0,336.0,37,138,8,Mitchel,5,85,0.0,1.5,7,88,4,131.9
1091,7706,384.0,62.0,429.0,13,280,5,Mitchel,6,80,0.0,1.5,8,83,4,131.25
1110,9101,1097.0,69.22459016393442,602.0,31,333,6,Mitchel,5,85,104.0,2.0,7,68,4,165.5
833,8780,833.0,69.22459016393442,0.0,24,0,5,Mitchel,5,20,0.0,2.0,3,101,4,112.0
883,7669,828.0,70.0,698.0,16,132,6,Mitchel,5,85,0.0,2.0,6,88,4,149.0
1362,14115,796.0,85.0,480.0,14,390,5,Mitchel,5,50,0.0,2.5,10,83,4,143.0
1287,10429,624.0,62.0,440.0,17,150,5,Mitchel,5,60,0.0,1.5,7,91,4,130.0
1567,9819,1567.0,69.22459016393442,714.0,32,296,5,Mitchel,6,20,0.0,3.0,5,67,4,196.0
1632,10457,784.0,70.0,898.0,40,541,7,Mitchel,5,60,178.0,1.5,4,59,4,173.0
1414,11029,1184.0,87.0,601.0,6,241,8,NAmes,6,20,0.0,2.0,5,80,4,176.5
2117,12925,1205.0,69.22459016393442,550.0,38,42,7,NAmes,6,20,0.0,2.5,5,60,4,237.5
2112,11075,952.0,85.0,576.0,39,280,5,NAmes,6,60,0.0,2.5,6,59,4,206.9
1604,8702,926.0,72.0,470.0,10,36,5,Gilbert,6,60,0.0,2.5,4,87,4,187.5
1470,8139,680.0,65.0,420.0,12,241,5,Gilbert,6,60,119.0,2.5,10,85,4,165.0
1604,9535,926.0,59.0,472.0,10,182,5,Gilbert,6,60,0.0,2.5,5,88,4,195.5
1638,9042,943.0,59.0,472.0,10,138,5,Gilbert,6,60,0.0,3.5,7,88,4,192.0
1636,15038,916.0,69.22459016393442,386.0,12,252,5,Gilbert,6,60,0.0,2.5,11,86,4,173.0
1384,14137,1348.0,53.0,404.0,11,39,5,Gilbert,5,20,0.0,3.0,11,86,4,177.9
1446,21872,729.0,57.0,406.0,11,286,5,Gilbert,7,60,0.0,3.0,8,86,4,175.0
1593,4923,1593.0,41.0,682.0,6,344,5,StoneBr,8,120,0.0,2.5,8,91,4,286.0
1682,6264,1664.0,45.0,528.0,11,0,5,StoneBr,8,120,0.0,2.5,7,87,4,247.9
1337,5395,1337.0,41.0,462.0,15,334,5,StoneBr,8,120,0.0,3.0,10,83,4,180.0
1280,5070,1280.0,39.0,506.0,16,226,5,StoneBr,8,120,0.0,2.0,8,82,4,180.0
1604,10839,926.0,100.0,470.0,10,36,5,Gilbert,6,60,0.0,2.5,7,87,4,181.0
1633,11184,932.0,73.0,460.0,10,39,5,Gilbert,6,60,0.0,2.5,4,88,3,183.0
1658,8000,773.0,69.22459016393442,431.0,12,308,5,Gilbert,6,60,0.0,3.5,6,85,4,188.0
1895,10832,712.0,69.22459016393442,409.0,12,189,5,Gilbert,7,60,0.0,2.5,10,84,4,194.5
1709,14067,836.0,69.22459016393442,416.0,17,40,5,Gilbert,6,60,194.0,3.5,9,81,4,185.0
1228,4671,1228.0,40.0,472.0,19,288,5,StoneBr,8,120,0.0,3.0,10,78,4,189.0
1337,5950,1337.0,65.0,462.0,19,227,5,StoneBr,8,120,0.0,3.0,4,79,4,188.5
2500,13543,1168.0,101.0,683.0,3,224,5,StoneBr,8,60,130.0,3.5,7,95,4,355.0
2504,11198,1122.0,77.0,656.0,1,183,5,StoneBr,9,60,245.0,2.5,6,95,4,325.0
1884,15401,1884.0,53.0,670.0,4,290,5,StoneBr,9,20,296.0,3.0,9,94,4,387.0
1710,8118,1710.0,60.0,557.0,1,204,5,StoneBr,9,120,178.0,3.0,7,97,4,334.0
2093,20544,791.0,46.0,542.0,17,427,6,NWAmes,7,60,123.0,2.5,11,76,4,215.0
1688,12680,1675.0,63.0,528.0,20,189,6,NWAmes,7,20,102.0,3.0,6,78,4,226.5
1422,12090,1422.0,78.0,576.0,27,276,6,NWAmes,6,20,210.0,2.0,6,71,4,175.5
1260,10825,1260.0,69.22459016393442,598.0,25,152,7,NWAmes,7,20,174.0,3.0,7,73,4,181.9
2064,18559,2048.0,56.0,550.0,30,200,5,NWAmes,7,20,383.0,3.0,8,68,4,235.0
1782,14450,1782.0,85.0,551.0,29,467,5,NWAmes,7,20,194.0,2.5,3,69,4,220.0
1211,13068,1211.0,90.0,461.0,32,174,5,NWAmes,6,20,621.0,3.0,11,66,4,161.0
1126,15611,1126.0,69.22459016393442,540.0,31,180,6,NWAmes,5,20,0.0,2.5,3,67,0,175.0
2044,10400,738.0,80.0,489.0,20,101,6,NWAmes,7,60,280.0,2.5,3,70,4,185.0
1308,9743,720.0,75.0,484.0,39,0,6,NWAmes,5,60,0.0,1.5,6,59,4,146.9
2840,12511,1420.0,69.22459016393442,1314.0,30,224,7,NWAmes,7,60,168.0,3.0,12,68,4,292.5
1523,11361,1193.0,104.0,478.0,32,189,5,NWAmes,6,20,160.0,2.5,5,66,0,180.0
1444,10400,1444.0,80.0,473.0,32,24,5,NWAmes,6,20,120.0,2.0,4,66,4,159.9
1964,10480,803.0,80.0,483.0,32,69,6,NWAmes,7,60,660.0,2.5,9,66,4,205.0
1178,10000,1176.0,80.0,439.0,8,224,6,NWAmes,5,20,0.0,2.0,11,63,4,157.0
2340,14311,1236.0,69.22459016393442,787.0,12,590,5,NWAmes,8,60,402.0,3.5,6,86,4,306.0
1792,9000,896.0,60.0,480.0,34,45,5,NAmes,5,90,0.0,3.0,6,72,4,133.0
1054,9750,1054.0,65.0,460.0,39,260,8,NAmes,6,20,0.0,2.5,7,59,4,151.0
936,10295,936.0,68.0,288.0,39,16,6,NAmes,4,20,72.0,1.0,9,59,4,111.9
864,7560,864.0,63.0,576.0,37,0,5,NAmes,5,20,0.0,2.0,5,67,4,123.0
864,12735,864.0,69.22459016393442,576.0,36,216,5,NAmes,4,20,0.0,1.0,4,70,4,111.25
1337,4060,1405.0,34.0,511.0,9,212,5,NAmes,6,120,0.0,3.0,8,88,0,181.0
987,1680,483.0,21.0,264.0,35,52,5,BrDale,6,160,359.0,2.0,2,63,4,103.4
987,1680,483.0,21.0,264.0,35,0,5,BrDale,6,160,158.0,2.5,11,63,4,100.0
987,1890,483.0,21.0,352.0,36,411,6,BrDale,6,160,422.0,1.5,4,65,4,100.5
987,1869,483.0,21.0,280.0,38,0,6,BrDale,6,160,127.0,1.5,9,77,4,106.0
987,1680,483.0,21.0,264.0,37,0,5,BrDale,6,160,232.0,1.5,7,61,0,85.4
987,1680,483.0,21.0,264.0,37,0,3,BrDale,6,160,604.0,1.5,8,61,4,89.5
1302,1680,630.0,21.0,264.0,36,0,5,BrDale,5,160,356.0,2.5,12,62,4,111.75
1069,4043,1069.0,53.0,440.0,31,255,6,NPkVill,6,120,0.0,2.0,10,67,0,140.0
1456,2308,855.0,24.0,460.0,33,0,6,NPkVill,6,160,0.0,2.5,5,65,4,143.0
1055,2529,1055.0,24.0,440.0,31,38,6,NPkVill,7,120,0.0,2.0,9,67,4,148.5
892,9477,864.0,69.22459016393442,264.0,42,0,5,NAmes,5,20,65.0,1.0,10,56,4,110.0
1932,12444,1932.0,96.0,774.0,0,370,5,NridgHt,8,20,426.0,3.0,11,98,5,394.617
2332,12474,1682.0,96.0,846.0,0,330,5,NridgHt,10,60,272.0,3.5,8,98,5,426.0
2084,14803,2078.0,114.0,1220.0,0,233,5,NridgHt,10,20,816.0,3.0,6,97,5,385.0
2713,14948,1452.0,67.0,858.0,0,192,5,NridgHt,9,60,268.0,3.5,11,98,5,446.261
1582,12704,1582.0,98.0,905.0,1,304,5,NridgHt,8,20,302.0,3.0,1,97,5,317.5
1710,13891,1710.0,107.0,866.0,0,102,5,NridgHt,8,20,436.0,3.0,1,97,5,372.402
2464,13693,2418.0,105.0,650.0,1,436,5,NridgHt,8,20,554.0,3.5,8,97,4,417.5
1950,14418,1950.0,104.0,706.0,1,363,5,NridgHt,9,20,480.0,3.0,5,97,4,383.0
2748,13418,1850.0,108.0,850.0,2,394,5,NridgHt,9,60,270.0,3.5,10,96,0,390.0
2790,12539,1620.0,96.0,1150.0,2,422,5,NridgHt,10,60,468.0,3.5,6,95,4,460.0
2331,12151,1414.0,102.0,1003.0,3,255,5,NridgHt,9,60,368.0,3.5,8,95,4,379.0
2088,8899,948.0,74.0,656.0,1,124,5,NridgHt,8,60,108.0,2.5,6,97,4,250.0
2332,10574,1148.0,85.0,756.0,4,366,5,NridgHt,8,60,126.0,3.5,7,94,4,316.0
2470,12720,2535.0,106.0,789.0,5,435,5,NridgHt,10,20,680.0,3.5,2,93,4,615.0
2668,13688,1572.0,110.0,726.0,4,400,5,NridgHt,9,60,664.0,3.5,3,93,4,412.5
2046,10625,998.0,85.0,871.0,4,382,5,NridgHt,7,60,292.0,3.5,8,93,4,284.0
1575,10845,1603.0,92.0,732.0,4,244,5,NridgHt,8,20,504.0,3.0,6,93,4,284.0
2649,16900,1479.0,130.0,746.0,6,60,5,NridgHt,8,60,1110.0,3.5,1,91,4,421.25
2690,16451,1765.0,112.0,795.0,5,326,5,NridgHt,8,60,221.0,2.5,7,93,4,370.0
1866,10110,1858.0,58.0,870.0,0,48,5,NridgHt,9,120,492.0,3.0,11,98,5,336.86
1702,8769,1702.0,65.0,1052.0,0,296,5,NridgHt,9,120,766.0,2.5,10,98,5,367.294
1367,12304,1367.0,135.0,484.0,3,33,5,NridgHt,7,120,144.0,2.0,6,95,4,192.0
1518,12677,1518.0,62.0,588.0,4,325,5,NridgHt,8,120,472.0,1.5,4,93,4,274.0
1684,8849,1684.0,63.0,564.0,3,567,5,NridgHt,9,120,616.0,2.0,7,95,4,266.0
1800,8232,1800.0,89.0,944.0,0,210,5,NridgHt,9,120,714.0,3.0,6,98,5,370.967
1342,6240,1342.0,48.0,550.0,1,35,5,NridgHt,8,120,176.0,3.0,6,97,4,234.25
1342,6240,1342.0,48.0,550.0,1,35,5,NridgHt,8,120,196.0,2.0,2,97,4,219.5
1626,2448,764.0,36.0,474.0,4,27,5,NridgHt,7,160,106.0,2.5,10,93,4,155.0
1626,2448,764.0,36.0,474.0,4,27,5,NridgHt,7,160,106.0,3.5,10,93,4,154.0
1358,8198,1358.0,59.0,484.0,4,222,5,NridgHt,7,120,146.0,3.0,7,94,4,207.0
1455,3940,1415.0,69.22459016393442,644.0,5,320,5,Blmngtn,7,120,143.0,3.0,8,93,4,195.0
1576,3940,1393.0,69.22459016393442,668.0,4,163,5,Blmngtn,7,120,24.0,3.0,5,94,4,219.99
1504,3182,1346.0,43.0,437.0,2,176,5,Blmngtn,7,120,14.0,2.0,5,95,4,191.0
1266,3182,1266.0,43.0,388.0,1,116,5,Blmngtn,7,20,16.0,2.0,3,97,4,159.895
1246,3710,1146.0,53.0,428.0,0,124,5,Blmngtn,7,20,20.0,2.0,3,97,5,187.687
1515,9024,789.0,80.0,393.0,4,75,5,Gilbert,6,60,0.0,2.5,7,94,4,179.0
1593,7415,839.0,62.0,398.0,4,175,5,Gilbert,6,60,0.0,3.5,4,94,4,193.0
1166,9587,856.0,59.0,400.0,3,212,5,Gilbert,7,80,182.0,3.0,7,95,4,190.0
1456,8029,728.0,51.0,400.0,3,124,5,Gilbert,6,60,0.0,2.5,7,95,4,176.0
1720,8010,840.0,69.22459016393442,400.0,5,186,5,Gilbert,7,60,0.0,2.5,7,92,4,188.0
1986,8396,847.0,69.22459016393442,434.0,5,168,5,Gilbert,7,60,196.0,2.5,5,93,4,213.0
1358,7301,1350.0,55.0,484.0,0,218,6,NridgHt,7,120,176.0,3.0,11,98,5,217.3
1792,10261,936.0,93.0,451.0,8,0,5,Gilbert,6,60,318.0,3.5,5,90,4,186.5
1892,8220,982.0,71.0,431.0,7,108,5,Gilbert,7,60,647.0,2.5,7,90,4,226.75
1490,15384,788.0,60.0,388.0,3,175,5,Gilbert,7,60,0.0,3.5,2,94,4,184.0
2322,12460,1037.0,41.0,400.0,8,188,5,Gilbert,7,60,0.0,2.5,5,89,4,225.0
1651,8390,831.0,77.0,450.0,9,103,5,Gilbert,7,60,0.0,2.5,5,89,4,185.9
2199,9660,1173.0,84.0,516.0,11,131,5,NoRidge,8,75,1290.0,2.5,9,87,4,284.5
2630,9200,1470.0,80.0,696.0,10,66,5,NoRidge,8,60,473.0,3.5,6,88,4,315.0
2198,14260,1145.0,84.0,836.0,8,276,5,NoRidge,8,60,350.0,3.5,12,90,4,250.0
2172,11000,1519.0,69.22459016393442,687.0,8,315,5,NoRidge,9,60,295.0,2.5,6,90,4,291.0
2006,11675,1982.0,136.0,938.0,10,177,5,NoRidge,8,20,495.0,3.0,7,88,4,350.0
2125,10990,1064.0,97.0,576.0,11,168,5,NoRidge,7,60,0.0,3.5,6,86,4,279.5
2501,11929,1242.0,69.22459016393442,751.0,13,279,7,NoRidge,8,60,466.0,2.5,6,85,4,290.0
2113,10437,2109.0,91.0,839.0,13,282,6,NoRidge,8,20,660.0,3.5,8,85,4,350.0
2418,10542,1311.0,96.0,983.0,14,620,5,NoRidge,7,60,651.0,3.5,8,83,4,341.0
2197,10010,1080.0,91.0,783.0,14,484,5,NoRidge,7,60,320.0,3.5,7,83,4,287.5
2127,10944,1223.0,81.0,525.0,14,303,5,NoRidge,7,60,448.0,3.5,8,84,4,271.0
1987,14303,1986.0,91.0,691.0,14,298,5,NoRidge,8,20,554.0,3.0,8,84,4,301.5
1580,11932,1580.0,92.0,830.0,0,24,5,Somerst,8,20,186.0,2.0,6,98,5,235.128
1933,14598,894.0,86.0,668.0,1,118,5,Somerst,6,60,74.0,2.5,1,97,4,214.0
1574,11957,1574.0,75.0,824.0,2,248,5,Somerst,8,20,53.0,2.0,7,96,4,232.0
1578,13253,1578.0,74.0,642.0,2,26,5,Somerst,7,20,128.0,3.0,5,96,4,240.0
1506,14587,1498.0,75.0,592.0,0,174,5,Somerst,9,20,284.0,2.0,8,98,5,264.132
1563,10206,1563.0,78.0,758.0,1,243,5,Somerst,8,20,468.0,2.0,10,97,4,245.0
1428,12274,1417.0,91.0,554.0,0,60,5,Somerst,7,20,256.0,2.0,7,98,5,227.68
1861,9801,1341.0,73.0,851.0,1,204,5,Somerst,8,60,156.0,3.0,7,97,4,257.0
1874,9428,955.0,80.0,880.0,0,276,5,Somerst,8,60,310.0,3.5,2,97,5,297.9
1372,8640,1363.0,72.0,588.0,0,305,5,Somerst,8,20,0.0,2.0,7,98,5,212.7
1372,8640,1372.0,72.0,529.0,0,140,5,Somerst,7,20,0.0,2.0,5,98,5,250.58
1768,9803,866.0,75.0,603.0,3,108,5,Somerst,7,60,0.0,2.5,2,95,4,226.7
1992,9375,1053.0,75.0,648.0,4,185,5,Somerst,8,60,768.0,2.5,8,93,4,250.0
1958,10625,1026.0,85.0,936.0,3,364,5,Somerst,7,60,0.0,2.5,7,95,4,250.0
2078,10800,1034.0,85.0,836.0,0,102,5,Somerst,8,60,100.0,3.5,4,98,5,339.75
1660,10625,1660.0,85.0,660.0,1,253,5,Somerst,8,20,292.0,2.0,6,97,4,256.0
1218,7500,1218.0,62.0,462.0,0,336,5,Somerst,7,20,210.0,3.0,4,98,5,230.348
1728,8791,864.0,64.0,673.0,5,272,5,Somerst,6,60,0.0,2.5,5,93,4,207.5
1080,7500,1080.0,63.0,0.0,3,0,5,SawyerW,7,20,120.0,2.0,4,101,4,141.0
1696,10110,835.0,68.0,542.0,5,209,5,SawyerW,6,60,0.0,3.5,7,93,4,188.0
1663,12774,835.0,67.0,478.0,4,236,5,SawyerW,7,60,95.0,2.5,7,93,4,192.5
1175,13072,1175.0,63.0,0.0,2,90,5,SawyerW,6,20,126.0,2.0,6,101,4,146.0
1114,13695,1114.0,66.0,576.0,4,102,5,SawyerW,5,20,0.0,2.5,6,94,4,159.0
1114,13695,1114.0,66.0,576.0,4,78,5,SawyerW,6,20,0.0,2.0,7,94,4,155.0
1640,8366,798.0,65.0,520.0,4,183,5,SawyerW,6,60,0.0,2.5,12,94,4,173.0
1162,9260,1162.0,81.0,483.0,1,32,5,SawyerW,7,20,0.0,2.0,3,97,4,170.0
1609,8453,754.0,65.0,525.0,13,70,5,SawyerW,6,60,38.0,2.5,4,85,4,182.0
1680,8480,886.0,50.0,474.0,14,240,5,SawyerW,6,60,120.0,3.0,10,83,4,163.0
1679,8125,1408.0,65.0,575.0,10,266,5,SawyerW,6,20,258.0,3.0,10,84,4,193.5
1657,14565,832.0,43.0,483.0,13,218,5,SawyerW,7,60,145.0,2.5,11,84,4,189.0
1677,8450,827.0,65.0,627.0,7,68,5,SawyerW,6,60,0.0,3.5,9,91,4,190.5
1737,8285,836.0,75.0,506.0,16,277,5,SawyerW,7,60,0.0,3.0,5,82,4,175.0
1294,7153,1278.0,69.22459016393442,496.0,17,163,5,SawyerW,6,20,88.0,3.0,6,81,4,179.2
1710,9291,832.0,76.0,506.0,15,214,5,SawyerW,6,60,120.0,2.5,6,83,4,187.0
1617,8012,1604.0,50.0,533.0,14,69,5,SawyerW,6,120,0.0,3.0,7,83,4,193.0
1199,7892,1199.0,55.0,530.0,15,63,5,SawyerW,6,120,0.0,2.0,3,83,4,153.9
984,9100,984.0,70.0,384.0,45,201,5,Sawyer,5,20,0.0,2.0,8,53,4,128.0
912,12968,912.0,69.22459016393442,352.0,46,316,6,Sawyer,5,20,0.0,2.0,9,52,4,144.0
864,8100,864.0,75.0,420.0,1,132,8,Sawyer,5,20,0.0,2.0,7,52,4,135.0
890,8450,890.0,65.0,308.0,40,0,5,Sawyer,5,190,0.0,2.0,4,60,4,115.0
864,6360,864.0,60.0,276.0,45,0,5,Sawyer,5,20,0.0,1.0,1,53,0,119.916
912,6768,912.0,65.0,288.0,12,168,8,Sawyer,6,20,0.0,2.5,5,52,4,142.0
1430,19508,1430.0,95.0,484.0,34,390,5,Veenker,6,20,144.0,2.5,7,64,4,192.0
1641,10759,1001.0,70.0,490.0,36,92,4,Sawyer,5,50,0.0,2.0,7,62,4,140.0
2683,9205,930.0,69.22459016393442,473.0,17,684,5,NoRidge,6,60,304.0,3.5,6,80,4,290.0
2786,11025,1848.0,105.0,636.0,14,343,5,NoRidge,9,60,568.0,3.5,6,83,4,372.5
1391,4282,1391.0,59.0,530.0,4,314,5,Somerst,7,120,0.0,2.0,7,94,4,196.0
1250,4017,625.0,35.0,625.0,1,54,5,Somerst,7,160,0.0,2.5,3,96,4,171.9
1245,3435,1235.0,37.0,495.0,3,100,5,Somerst,7,120,0.0,2.0,6,94,4,178.0
1200,3180,600.0,30.0,480.0,3,166,5,Somerst,6,160,0.0,3.5,5,95,4,165.0
1392,3180,689.0,30.0,540.0,1,102,5,Somerst,7,160,0.0,2.0,3,97,0,146.0
1392,3604,689.0,34.0,540.0,1,102,5,Somerst,7,160,0.0,2.0,2,97,0,146.0
1501,2280,744.0,24.0,440.0,9,0,5,Somerst,7,160,360.0,2.5,8,89,4,179.4
1549,2280,744.0,24.0,440.0,9,32,5,Somerst,6,160,216.0,3.5,4,89,4,172.9
1638,4765,1614.0,69.22459016393442,495.0,8,298,5,Somerst,9,120,260.0,3.0,7,90,4,300.0
1310,4538,1310.0,69.22459016393442,545.0,7,322,5,Somerst,9,120,179.0,2.5,7,91,4,285.0
1419,4385,1419.0,42.0,588.0,7,213,5,Somerst,9,120,0.0,2.5,9,91,4,290.0
1557,4109,1557.0,35.0,484.0,8,237,5,Somerst,9,120,260.0,3.0,6,89,4,305.0
1709,5119,1698.0,50.0,506.0,8,162,5,Somerst,9,120,60.0,3.0,1,89,0,328.9
1252,2160,600.0,24.0,462.0,8,48,5,Somerst,7,160,212.0,3.5,3,89,4,160.0
1404,2160,672.0,24.0,462.0,8,20,5,Somerst,7,160,216.0,3.5,6,89,4,170.0
1789,10646,858.0,79.0,546.0,7,0,5,Somerst,7,60,513.0,3.5,6,91,4,223.0
1586,2645,960.0,24.0,480.0,9,169,5,Somerst,8,160,466.0,3.5,12,89,4,170.0
1607,2645,960.0,24.0,480.0,8,169,5,Somerst,8,160,456.0,3.5,12,90,4,200.0
2393,3951,970.0,36.0,846.0,9,184,5,Somerst,10,160,0.0,3.5,2,88,4,345.0
1288,14963,1260.0,38.0,500.0,12,374,5,Veenker,8,120,0.0,2.5,12,86,4,245.5
1239,11064,1230.0,22.0,477.0,13,196,5,Veenker,8,120,0.0,2.5,8,85,4,217.5
1719,10846,1719.0,32.0,473.0,15,152,5,Veenker,8,120,0.0,3.5,5,83,4,324.0
1232,11120,1232.0,69.22459016393442,516.0,24,0,6,Veenker,6,20,0.0,2.0,6,74,4,162.5
2944,24572,994.0,69.22459016393442,864.0,31,226,3,Veenker,9,60,1050.0,3.0,6,67,3,150.0
1671,16280,1426.0,103.0,550.0,1,370,9,Veenker,8,20,0.0,4.0,5,66,4,290.0
1682,10400,1304.0,80.0,530.0,38,98,6,NWAmes,7,20,288.0,2.0,5,60,4,174.0
1427,11104,1427.0,69.22459016393442,516.0,39,216,6,NWAmes,6,80,0.0,2.5,5,59,4,183.0
1740,11050,1740.0,85.0,512.0,40,217,5,NWAmes,6,20,0.0,1.5,10,58,3,150.0
1258,11040,1258.0,80.0,528.0,4,271,7,NWAmes,6,20,144.0,2.5,10,61,0,145.0
1620,15387,1620.0,69.22459016393442,578.0,41,254,7,NWAmes,7,20,0.0,2.0,8,57,4,215.0
1625,9750,1625.0,75.0,484.0,43,0,6,NWAmes,5,90,0.0,2.0,8,55,4,140.5
2614,10800,1522.0,90.0,624.0,11,281,7,NWAmes,6,60,0.0,2.5,6,64,4,240.0
1464,8814,732.0,73.0,470.0,40,40,6,NAmes,5,60,0.0,1.5,6,58,4,141.0
912,8872,912.0,72.0,576.0,0,240,8,NAmes,5,20,300.0,2.0,12,82,4,147.0
925,8125,912.0,65.0,576.0,3,233,7,NAmes,5,20,0.0,2.0,7,68,4,135.0
1728,11072,1728.0,72.0,576.0,43,0,5,NAmes,5,90,0.0,2.0,11,77,4,145.0
1728,13101,1728.0,74.0,576.0,43,0,5,NAmes,5,90,108.0,2.0,11,77,4,142.6
1656,9246,1656.0,87.0,506.0,35,211,5,NWAmes,5,90,564.0,2.0,11,63,4,135.0
1670,13355,825.0,69.22459016393442,464.0,37,0,6,NWAmes,7,60,0.0,1.5,5,61,4,170.0
2715,8963,1142.0,69.22459016393442,831.0,12,204,9,NWAmes,8,60,289.0,4.0,7,84,4,299.8
1876,9120,901.0,76.0,540.0,34,69,6,NWAmes,6,60,270.0,2.5,7,64,4,185.0
